City,Created,Applicable Date,Wind Speed,Temperature
Valencia,2022-04-26 00:00:00,2022-05-04 00:00:00,12.466,21.129
Valencia,2022-04-25 00:00:00,2022-05-04 00:00:00,14.77,20.899
Valencia,2022-04-24 00:00:00,2022-05-04 00:00:00,14.905,25.263
Valencia,2022-04-23 00:00:00,2022-05-04 00:00:00,15.041,20.44
Valencia,2022-04-22 00:00:00,2022-05-04 00:00:00,11.924,25.722
Valencia,2022-04-21 00:00:00,2022-05-04 00:00:00,15.312,25.952
Valencia,2022-04-20 00:00:00,2022-05-04 00:00:00,11.653,26.181
Valencia,2022-05-05 00:00:00,2022-05-05 00:00:00,12.1,18.812
Valencia,2022-05-04 00:00:00,2022-05-05 00:00:00,12.221,18.624
Valencia,2022-05-03 00:00:00,2022-05-05 00:00:00,11.858,18.436
Valencia,2022-05-02 00:00:00,2022-05-05 00:00:00,12.463,18.248
Valencia,2022-05-01 00:00:00,2022-05-05 00:00:00,12.584,18.06
Valencia,2022-04-30 00:00:00,2022-05-05 00:00:00,12.705,19.753
Valencia,2022-04-29 00:00:00,2022-05-05 00:00:00,11.374,17.683
Valencia,2022-04-28 00:00:00,2022-05-05 00:00:00,12.947,20.129
Valencia,2022-04-27 00:00:00,2022-05-05 00:00:00,11.132,17.307
Valencia,2022-04-26 00:00:00,2022-05-05 00:00:00,13.189,17.119
Valencia,2022-04-25 00:00:00,2022-05-05 00:00:00,10.89,20.693
Valencia,2022-04-24 00:00:00,2022-05-05 00:00:00,10.769,16.743
Valencia,2022-04-23 00:00:00,2022-05-05 00:00:00,10.648,21.069
Valencia,2022-04-22 00:00:00,2022-05-05 00:00:00,13.673,21.258
Valencia,2022-04-21 00:00:00,2022-05-05 00:00:00,10.406,21.446
Valencia,2022-05-06 00:00:00,2022-05-06 00:00:00,12.903,20.161
Valencia,2022-05-05 00:00:00,2022-05-06 00:00:00,13.032,20.363
Valencia,2022-05-04 00:00:00,2022-05-06 00:00:00,12.645,20.564
Valencia,2022-05-03 00:00:00,2022-05-06 00:00:00,13.29,19.556
Valencia,2022-05-02 00:00:00,2022-05-06 00:00:00,12.387,20.967
Valencia,2022-05-01 00:00:00,2022-05-06 00:00:00,12.258,19.153
Valencia,2022-04-30 00:00:00,2022-05-06 00:00:00,13.677,21.371
Valencia,2022-04-29 00:00:00,2022-05-06 00:00:00,13.806,18.75
Valencia,2022-04-28 00:00:00,2022-05-06 00:00:00,13.935,21.774
Valencia,2022-04-27 00:00:00,2022-05-06 00:00:00,14.064,21.975
Valencia,2022-04-26 00:00:00,2022-05-06 00:00:00,11.613,18.145
Valencia,2022-04-25 00:00:00,2022-05-06 00:00:00,14.322,22.379
Valencia,2022-04-24 00:00:00,2022-05-06 00:00:00,14.451,17.742
Valencia,2022-04-23 00:00:00,2022-05-06 00:00:00,11.226,17.54
Valencia,2022-04-22 00:00:00,2022-05-06 00:00:00,14.709,17.338
Valencia,2022-05-07 00:00:00,2022-05-07 00:00:00,10.7,20.746
Valencia,2022-05-06 00:00:00,2022-05-07 00:00:00,10.807,20.539
Valencia,2022-05-05 00:00:00,2022-05-07 00:00:00,10.914,21.161
Valencia,2022-05-04 00:00:00,2022-05-07 00:00:00,10.379,21.368
Valencia,2022-05-03 00:00:00,2022-05-07 00:00:00,10.272,19.916
Valencia,2022-05-02 00:00:00,2022-05-07 00:00:00,11.235,21.783
Valencia,2022-05-01 00:00:00,2022-05-07 00:00:00,10.058,19.501
Valencia,2022-04-30 00:00:00,2022-05-07 00:00:00,11.449,19.294
Valencia,2022-04-29 00:00:00,2022-05-07 00:00:00,9.844,22.406
Valencia,2022-04-28 00:00:00,2022-05-07 00:00:00,9.737,22.613
Valencia,2022-04-27 00:00:00,2022-05-07 00:00:00,9.63,18.671
Valencia,2022-04-26 00:00:00,2022-05-07 00:00:00,9.523,18.464
Valencia,2022-04-25 00:00:00,2022-05-07 00:00:00,9.416,23.236
Valencia,2022-04-24 00:00:00,2022-05-07 00:00:00,12.091,23.443
Valencia,2022-04-23 00:00:00,2022-05-07 00:00:00,12.198,17.842
Valencia,2022-05-08 00:00:00,2022-05-08 00:00:00,12.581,16.84
Valencia,2022-05-07 00:00:00,2022-05-08 00:00:00,12.455,16.672
Valencia,2022-05-06 00:00:00,2022-05-08 00:00:00,12.833,16.503
Valencia,2022-05-05 00:00:00,2022-05-08 00:00:00,12.204,16.335
Valencia,2022-05-04 00:00:00,2022-05-08 00:00:00,12.078,16.166
Valencia,2022-05-03 00:00:00,2022-05-08 00:00:00,13.21,15.998
Valencia,2022-05-02 00:00:00,2022-05-08 00:00:00,11.826,17.85
Valencia,2022-05-01 00:00:00,2022-05-08 00:00:00,11.7,15.661
Valencia,2022-04-30 00:00:00,2022-05-08 00:00:00,13.587,18.187
Valencia,2022-04-29 00:00:00,2022-05-08 00:00:00,13.713,15.324
Valencia,2022-04-28 00:00:00,2022-05-08 00:00:00,11.323,18.524
Valencia,2022-04-27 00:00:00,2022-05-08 00:00:00,11.197,18.692
Valencia,2022-04-26 00:00:00,2022-05-08 00:00:00,14.091,14.819
Valencia,2022-04-25 00:00:00,2022-05-08 00:00:00,14.217,14.651
Valencia,2022-04-24 00:00:00,2022-05-08 00:00:00,10.82,14.482
Valencia,2022-05-09 00:00:00,2022-05-09 00:00:00,13.937,23.053
Valencia,2022-05-08 00:00:00,2022-05-09 00:00:00,14.076,23.284
Valencia,2022-05-07 00:00:00,2022-05-09 00:00:00,14.216,23.514
Valencia,2022-05-06 00:00:00,2022-05-09 00:00:00,14.355,22.361
Valencia,2022-05-05 00:00:00,2022-05-09 00:00:00,13.38,22.131
Valencia,2022-05-04 00:00:00,2022-05-09 00:00:00,13.24,24.206
Valencia,2022-05-03 00:00:00,2022-05-09 00:00:00,14.773,24.436
Valencia,2022-05-02 00:00:00,2022-05-09 00:00:00,14.913,21.439
Valencia,2022-05-01 00:00:00,2022-05-09 00:00:00,12.822,21.209
Valencia,2022-04-30 00:00:00,2022-05-09 00:00:00,15.191,20.978
Valencia,2022-04-29 00:00:00,2022-05-09 00:00:00,15.331,25.358
Valencia,2022-04-28 00:00:00,2022-05-09 00:00:00,12.404,20.517
Valencia,2022-04-27 00:00:00,2022-05-09 00:00:00,15.609,20.287
Valencia,2022-04-26 00:00:00,2022-05-09 00:00:00,12.125,26.05
Valencia,2022-04-25 00:00:00,2022-05-09 00:00:00,15.888,19.826
Valencia,2022-05-10 00:00:00,2022-05-10 00:00:00,11.375,22.664
Valencia,2022-05-09 00:00:00,2022-05-10 00:00:00,11.261,22.437
Valencia,2022-05-08 00:00:00,2022-05-10 00:00:00,11.148,23.117
Valencia,2022-05-07 00:00:00,2022-05-10 00:00:00,11.034,21.984
Valencia,2022-05-06 00:00:00,2022-05-10 00:00:00,11.83,21.757
Valencia,2022-05-05 00:00:00,2022-05-10 00:00:00,10.806,21.531
Valencia,2022-05-04 00:00:00,2022-05-10 00:00:00,12.057,24.024
Valencia,2022-05-03 00:00:00,2022-05-10 00:00:00,10.579,24.25
Valencia,2022-05-02 00:00:00,2022-05-10 00:00:00,10.465,20.851
Valencia,2022-05-01 00:00:00,2022-05-10 00:00:00,12.399,20.624
Valencia,2022-04-30 00:00:00,2022-05-10 00:00:00,10.238,24.93
Valencia,2022-04-29 00:00:00,2022-05-10 00:00:00,10.124,20.171
Valencia,2022-04-28 00:00:00,2022-05-10 00:00:00,10.01,19.944
Valencia,2022-04-27 00:00:00,2022-05-10 00:00:00,12.854,19.718
Valencia,2022-04-26 00:00:00,2022-05-10 00:00:00,9.782,25.837
